sample_id	source_repo	source_accession	organism	tissue	organ	ecotype	developmental_stage	spaceflight_condition	gravity	light_regime	tropism_type	hardware	mission	growth_temperature	genotype	assay_type	raw_file	processed_file
166cr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166cr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166pc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166pc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166pc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166pc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166ph1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166ph2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166ph3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166ph4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166pm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166pm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166pm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166pm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166pr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166pr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166pr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
166pr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1cc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1cc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1cc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1cc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1ch1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1ch2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1ch3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1ch4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1cm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1cm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1cm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1cm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1cr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1cr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1cr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1cr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1pc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1pc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1pc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1pc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1ph1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1ph2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1ph3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1ph4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1pm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1pm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1pm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1pm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1pr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1pr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1pr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
1pr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526cc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526cc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526cc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526cc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526ch1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526ch2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526ch3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526ch4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526cm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526cm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526cm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526cm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526cr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526cr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526cr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526cr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526pc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526pc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526pc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526pc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526ph1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526ph2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526ph3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526ph4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526pm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526pm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526pm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526pm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526pr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526pr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526pr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
526pr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645cc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645cc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645cc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645cc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645ch1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645ch2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645ch3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645ch4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645cm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645cm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645cm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645cm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645cr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645cr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645cr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645cr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645pc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645pc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645pc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645pc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645ph1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645ph2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645ph3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645ph4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645pm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645pm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645pm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645pm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645pr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645pr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645pr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
645pr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763cc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763cc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763cc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763cc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763ch1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763ch2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763ch3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
